category,production,type,title,distributor,producer,year,page,page_id
Outstanding Variety Talk Series - 2017,"David Craig, Co-Executive Producer",Nominee,Jimmy Kimmel Live,ABC,ABC Studios in association with Jackhole Industries,2017,305,5
Outstanding Variety Talk Series - 2017,"Gary Greenberg, Supervising Producer",Nominee,Jimmy Kimmel Live,ABC,ABC Studios in association with Jackhole Industries,2017,305,5
Outstanding Variety Talk Series - 2017,"Tony Romero, Supervising Producer",Nominee,Jimmy Kimmel Live,ABC,ABC Studios in association with Jackhole Industries,2017,305,5
Outstanding Variety Talk Series - 2017,"Jennifer Sharron, Supervising Producer",Nominee,Jimmy Kimmel Live,ABC,ABC Studios in association with Jackhole Industries,2017,305,5
Outstanding Variety Talk Series - 2017,"Ken Crosby, Producer",Nominee,Jimmy Kimmel Live,ABC,ABC Studios in association with Jackhole Industries,2017,305,5
Outstanding Variety Talk Series - 2017,"Molly McNearney, Producer",Nominee,Jimmy Kimmel Live,ABC,ABC Studios in association with Jackhole Industries,2017,305,5
Outstanding Variety Talk Series - 2017,"Seth Weidner, Producer",Nominee,Jimmy Kimmel Live,ABC,ABC Studios in association with Jackhole Industries,2017,305,5
Outstanding Variety Talk Series - 2017,"Josh Weintraub, Producer",Nominee,Jimmy Kimmel Live,ABC,ABC Studios in association with Jackhole Industries,2017,305,5
Outstanding Variety Talk Series - 2017,"John Oliver, Executive Producer/Host",Winner,Last Week Tonight With John Oliver,HBO,HBO Entertainment in association with Sixteen String Jack Productions and Avalon Television,2017,305,6
Outstanding Variety Talk Series - 2017,"Tim Carvell, Executive Producer",Winner,Last Week Tonight With John Oliver,HBO,HBO Entertainment in association with Sixteen String Jack Productions and Avalon Television,2017,305,6
Outstanding Variety Talk Series - 2017,"Liz Stanton, Executive Producer",Winner,Last Week Tonight With John Oliver,HBO,HBO Entertainment in association with Sixteen String Jack Productions and Avalon Television,2017,305,6
Outstanding Variety Talk Series - 2017,"Ben Winston, Executive Producer",Nominee,The Late Late Show With James Corden,CBS,"CBS Television Studios, Fulwell 73",2017,305,7
Outstanding Variety Talk Series - 2017,"Rob Crabbe, Executive Producer",Nominee,The Late Late Show With James Corden,CBS,"CBS Television Studios, Fulwell 73",2017,305,7
Outstanding Variety Talk Series - 2017,"Amy Ozols, Co-Executive Producer",Nominee,The Late Late Show With James Corden,CBS,"CBS Television Studios, Fulwell 73",2017,305,7
Outstanding Variety Talk Series - 2017,"Josie Cliff, Supervising Producer",Nominee,The Late Late Show With James Corden,CBS,"CBS Television Studios, Fulwell 73",2017,305,7
Outstanding Variety Talk Series - 2017,"Sheila Rogers, Supervising Producer",Nominee,The Late Late Show With James Corden,CBS,"CBS Television Studios, Fulwell 73",2017,305,7
Outstanding Variety Talk Series - 2017,"Michael Kaplan, Supervising Producer",Nominee,The Late Late Show With James Corden,CBS,"CBS Television Studios, Fulwell 73",2017,305,7
Outstanding Variety Talk Series - 2017,"James Longman, Supervising Producer",Nominee,The Late Late Show With James Corden,CBS,"CBS Television Studios, Fulwell 73",2017,305,7
Outstanding Variety Talk Series - 2017,"Jeff Kopp, Supervising Producer",Nominee,The Late Late Show With James Corden,CBS,"CBS Television Studios, Fulwell 73",2017,305,7
Outstanding Variety Talk Series - 2017,"James Corden, Producer/Host",Nominee,The Late Late Show With James Corden,CBS,"CBS Television Studios, Fulwell 73",2017,305,7
Outstanding Variety Talk Series - 2017,"Diana Miller, Producer",Nominee,The Late Late Show With James Corden,CBS,"CBS Television Studios, Fulwell 73",2017,305,7
Outstanding Variety Talk Series - 2017,"Stephen Colbert, Executive Producer/Host",Nominee,The Late Show With Stephen Colbert,CBS,CBS Studios,2017,305,8
Outstanding Variety Talk Series - 2017,"Chris Licht, Executive Producer",Nominee,The Late Show With Stephen Colbert,CBS,CBS Studios,2017,305,8
Outstanding Variety Talk Series - 2017,"Tom Purcell, Executive Producer",Nominee,The Late Show With Stephen Colbert,CBS,CBS Studios,2017,305,8
Outstanding Variety Talk Series - 2017,"Jon Stewart, Executive Producer",Nominee,The Late Show With Stephen Colbert,CBS,CBS Studios,2017,305,8
Outstanding Variety Talk Series - 2017,"Barry Julien, Co-Executive Producer",Nominee,The Late Show With Stephen Colbert,CBS,CBS Studios,2017,305,8
Outstanding Variety Talk Series - 2017,"Denise Rehrig, Supervising Producer",Nominee,The Late Show With Stephen Colbert,CBS,CBS Studios,2017,305,8
Outstanding Variety Talk Series - 2017,"Aaron Cohen, Supervising Producer",Nominee,The Late Show With Stephen Colbert,CBS,CBS Studios,2017,305,8
Outstanding Variety Talk Series - 2017,"Paul Dinello, Supervising Producer",Nominee,The Late Show With Stephen Colbert,CBS,CBS Studios,2017,305,8
Outstanding Variety Talk Series - 2017,"Matt Lappin, Supervising Producer",Nominee,The Late Show With Stephen Colbert,CBS,CBS Studios,2017,305,8
Outstanding Variety Talk Series - 2017,"Opus Moreschi, Supervising Producer",Nominee,The Late Show With Stephen Colbert,CBS,CBS Studios,2017,305,8
Outstanding Variety Talk Series - 2017,"Tanya Michnevich Bracco, Supervising Producer",Nominee,The Late Show With Stephen Colbert,CBS,CBS Studios,2017,305,8
Outstanding Variety Talk Series - 2017,"Emily Gertler, Supervising Producer",Nominee,The Late Show With Stephen Colbert,CBS,CBS Studios,2017,305,8
Outstanding Variety Talk Series - 2017,"Liz Levin, Supervising Producer",Nominee,The Late Show With Stephen Colbert,CBS,CBS Studios,2017,305,8
Outstanding Variety Talk Series - 2017,"Paige Kendig, Producer",Nominee,The Late Show With Stephen Colbert,CBS,CBS Studios,2017,305,8
Outstanding Variety Talk Series - 2017,"Jake Plunkett, Producer",Nominee,The Late Show With Stephen Colbert,CBS,CBS Studios,2017,305,8
Outstanding Variety Talk Series - 2017,"Bill Maher, Executive Producer/Host",Nominee,Real Time With Bill Maher,HBO,HBO Entertainment in association with Bill Maher Productions and Brad Grey Television,2017,305,9
Outstanding Variety Talk Series - 2017,"Scott Carter, Executive Producer",Nominee,Real Time With Bill Maher,HBO,HBO Entertainment in association with Bill Maher Productions and Brad Grey Television,2017,305,9
Outstanding Variety Talk Series - 2017,"Sheila Griffiths, Executive Producer",Nominee,Real Time With Bill Maher,HBO,HBO Entertainment in association with Bill Maher Productions and Brad Grey Television,2017,305,9
Outstanding Variety Talk Series - 2017,"Marc Gurvitz, Executive Producer",Nominee,Real Time With Bill Maher,HBO,HBO Entertainment in association with Bill Maher Productions and Brad Grey Television,2017,305,9
Outstanding Variety Talk Series - 2017,"Billy Martin, Executive Producer",Nominee,Real Time With Bill Maher,HBO,HBO Entertainment in association with Bill Maher Productions and Brad Grey Television,2017,305,9
Outstanding Variety Talk Series - 2017,"Dean E. Johnsen, Executive Producer",Nominee,Real Time With Bill Maher,HBO,HBO Entertainment in association with Bill Maher Productions and Brad Grey Television,2017,305,9
Outstanding Variety Talk Series - 2017,"Chris Kelly, Co-Executive Producer",Nominee,Real Time With Bill Maher,HBO,HBO Entertainment in association with Bill Maher Productions and Brad Grey Television,2017,305,9
Outstanding Variety Talk Series - 2017,"Matt Wood, Producer",Nominee,Real Time With Bill Maher,HBO,HBO Entertainment in association with Bill Maher Productions and Brad Grey Television,2017,305,9
Outstanding Variety Sketch Series - 2017,"Billy Eichner, Executive Producer",Nominee,Billy On The Street,truTV,Funny Or Die,2017,305,10
Outstanding Variety Sketch Series - 2017,"Mike Farah, Executive Producer",Nominee,Billy On The Street,truTV,Funny Or Die,2017,305,10
Outstanding Variety Sketch Series - 2017,"Anna Wenger, Executive Producer",Nominee,Billy On The Street,truTV,Funny Or Die,2017,305,10
Outstanding Variety Sketch Series - 2017,"Doug Brady, Executive Producer",Nominee,Billy On The Street,truTV,Funny Or Die,2017,305,10
Outstanding Variety Sketch Series - 2017,"Richard Kathlean, Executive Producer",Nominee,Billy On The Street,truTV,Funny Or Die,2017,305,10
Outstanding Variety Sketch Series - 2017,"Bill Parker, Executive Producer",Nominee,Billy On The Street,truTV,Funny Or Die,2017,305,10
Outstanding Variety Sketch Series - 2017,"Elizabeth Baquet, Supervising Producer",Nominee,Billy On The Street,truTV,Funny Or Die,2017,305,10
Outstanding Variety Sketch Series - 2017,"Mary Zappulla, Supervising Producer",Nominee,Billy On The Street,truTV,Funny Or Die,2017,305,10
Outstanding Variety Sketch Series - 2017,"Lorne Michaels, Executive Producer",Nominee,Documentary Now!,IFC,Broadway Video,2017,306,1
Outstanding Variety Sketch Series - 2017,"Fred Armisen, Executive Producer",Nominee,Documentary Now!,IFC,Broadway Video,2017,306,1
Outstanding Variety Sketch Series - 2017,"Bill Hader, Executive Producer",Nominee,Documentary Now!,IFC,Broadway Video,2017,306,1
Outstanding Variety Sketch Series - 2017,"Seth Meyers, Executive Producer",Nominee,Documentary Now!,IFC,Broadway Video,2017,306,1
Outstanding Variety Sketch Series - 2017,"Alex Buono, Executive Producer",Nominee,Documentary Now!,IFC,Broadway Video,2017,306,1
Outstanding Variety Sketch Series - 2017,"Rhys Thomas, Executive Producer",Nominee,Documentary Now!,IFC,Broadway Video,2017,306,1
Outstanding Variety Sketch Series - 2017,"Andrew Singer, Executive Producer",Nominee,Documentary Now!,IFC,Broadway Video,2017,306,1
Outstanding Variety Sketch Series - 2017,"John Mulaney, Co-Executive Producer",Nominee,Documentary Now!,IFC,Broadway Video,2017,306,1
Outstanding Variety Sketch Series - 2017,"Alice Mathias, Producer",Nominee,Documentary Now!,IFC,Broadway Video,2017,306,1
Outstanding Variety Sketch Series - 2017,"Scott Sites, Produced by",Nominee,Documentary Now!,IFC,Broadway Video,2017,306,1
Outstanding Variety Sketch Series - 2017,"Adam McKay, Executive Producer",Nominee,Drunk History,Comedy Central,Gary Sanchez Productions,2017,306,2
Outstanding Variety Sketch Series - 2017,"Will Ferrell, Executive Producer",Nominee,Drunk History,Comedy Central,Gary Sanchez Productions,2017,306,2
Outstanding Variety Sketch Series - 2017,"Derek Waters, Executive Producer",Nominee,Drunk History,Comedy Central,Gary Sanchez Productions,2017,306,2
Outstanding Variety Sketch Series - 2017,"Jeremy Konner, Executive Producer",Nominee,Drunk History,Comedy Central,Gary Sanchez Productions,2017,306,2
Outstanding Variety Sketch Series - 2017,"Owen Burke, Executive Producer",Nominee,Drunk History,Comedy Central,Gary Sanchez Productions,2017,306,2
Outstanding Variety Sketch Series - 2017,"Melissa Wylie, Produced by",Nominee,Drunk History,Comedy Central,Gary Sanchez Productions,2017,306,2
Outstanding Variety Sketch Series - 2017,"Lorne Michaels, Executive Producer",Nominee,Portlandia,IFC,Broadway Video,2017,306,3
Outstanding Variety Sketch Series - 2017,"Fred Armisen, Executive Producer",Nominee,Portlandia,IFC,Broadway Video,2017,306,3
Outstanding Variety Sketch Series - 2017,"Carrie Brownstein, Executive Producer",Nominee,Portlandia,IFC,Broadway Video,2017,306,3
Outstanding Variety Sketch Series - 2017,"Jonathan Krisel, Executive Producer",Nominee,Portlandia,IFC,Broadway Video,2017,306,3
Outstanding Variety Sketch Series - 2017,"Andrew Singer, Executive Producer",Nominee,Portlandia,IFC,Broadway Video,2017,306,3
Outstanding Variety Sketch Series - 2017,"Graham Wagner, Co-Executive Producer",Nominee,Portlandia,IFC,Broadway Video,2017,306,3
Outstanding Variety Sketch Series - 2017,"Alice Mathias, Co-Executive Producer",Nominee,Portlandia,IFC,Broadway Video,2017,306,3
Outstanding Variety Sketch Series - 2017,"David Cress, Producer",Nominee,Portlandia,IFC,Broadway Video,2017,306,3
Outstanding Variety Sketch Series - 2017,"Lorne Michaels, Executive Producer",Winner,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2017,306,4
Outstanding Variety Sketch Series - 2017,"Ken Aymong, Supervising Producer",Winner,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2017,306,4
Outstanding Variety Sketch Series - 2017,"Lindsay Shookus, Producer",Winner,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2017,306,4
Outstanding Variety Sketch Series - 2017,"Erin Doyle, Producer",Winner,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2017,306,4
Outstanding Variety Sketch Series - 2017,"Steve Higgins, Produced by",Winner,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2017,306,4
Outstanding Variety Sketch Series - 2017,"Erik Kenward, Produced by",Winner,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2017,306,4
Outstanding Variety Sketch Series - 2017,"Tracey Ullman, Executive Producer",Nominee,Tracey Ullman's Show,HBO,"HBO Entertainment in association with Allan McKeown Presents, BBC Productions and DRG",2017,306,5
Outstanding Variety Sketch Series - 2017,"Ben Farrell, Executive Producer",Nominee,Tracey Ullman's Show,HBO,"HBO Entertainment in association with Allan McKeown Presents, BBC Productions and DRG",2017,306,5
Outstanding Variety Sketch Series - 2017,"Myfanwy Moore, Executive Producer",Nominee,Tracey Ullman's Show,HBO,"HBO Entertainment in association with Allan McKeown Presents, BBC Productions and DRG",2017,306,5
Outstanding Variety Sketch Series - 2017,"Caroline Norris, Producer",Nominee,Tracey Ullman's Show,HBO,"HBO Entertainment in association with Allan McKeown Presents, BBC Productions and DRG",2017,306,5
Outstanding Variety Special - 2017,"Ben Winston, Executive Producer",Winner,Carpool Karaoke Primetime Special 2017,CBS,"CBS Television Studios, Fulwell 73",2017,306,6
Outstanding Variety Special - 2017,"Rob Crabbe, Executive Producer",Winner,Carpool Karaoke Primetime Special 2017,CBS,"CBS Television Studios, Fulwell 73",2017,306,6
Outstanding Variety Special - 2017,"Amy Ozols, Co-Executive Producer",Winner,Carpool Karaoke Primetime Special 2017,CBS,"CBS Television Studios, Fulwell 73",2017,306,6
Outstanding Variety Special - 2017,"Josie Cliff, Supervising Producer",Winner,Carpool Karaoke Primetime Special 2017,CBS,"CBS Television Studios, Fulwell 73",2017,306,6
Outstanding Variety Special - 2017,"Sheila Rogers, Supervising Producer",Winner,Carpool Karaoke Primetime Special 2017,CBS,"CBS Television Studios, Fulwell 73",2017,306,6
Outstanding Variety Special - 2017,"Michael Kaplan, Supervising Producer",Winner,Carpool Karaoke Primetime Special 2017,CBS,"CBS Television Studios, Fulwell 73",2017,306,6
Outstanding Variety Special - 2017,"James Longman, Supervising Producer",Winner,Carpool Karaoke Primetime Special 2017,CBS,"CBS Television Studios, Fulwell 73",2017,306,6
Outstanding Variety Special - 2017,"Jeff Kopp, Supervising Producer",Winner,Carpool Karaoke Primetime Special 2017,CBS,"CBS Television Studios, Fulwell 73",2017,306,6
Outstanding Variety Special - 2017,"James Corden, Producer/Host",Winner,Carpool Karaoke Primetime Special 2017,CBS,"CBS Television Studios, Fulwell 73",2017,306,6
Outstanding Variety Special - 2017,"Diana Miller, Producer",Winner,Carpool Karaoke Primetime Special 2017,CBS,"CBS Television Studios, Fulwell 73",2017,306,6
Outstanding Variety Special - 2017,"Samantha Bee, Executive Producer/Host",Nominee,Full Frontal With Samantha Bee Presents Not The White House Correspondents' Dinner,TBS,Jax Media,2017,306,7
Outstanding Variety Special - 2017,"Jo Miller, Executive Producer",Nominee,Full Frontal With Samantha Bee Presents Not The White House Correspondents' Dinner,TBS,Jax Media,2017,306,7
Outstanding Variety Special - 2017,"Jason Jones, Executive Producer",Nominee,Full Frontal With Samantha Bee Presents Not The White House Correspondents' Dinner,TBS,Jax Media,2017,306,7
Outstanding Variety Special - 2017,"Tony Hernandez, Executive Producer",Nominee,Full Frontal With Samantha Bee Presents Not The White House Correspondents' Dinner,TBS,Jax Media,2017,306,7
Outstanding Variety Special - 2017,"Miles Kahn, Executive Producer",Nominee,Full Frontal With Samantha Bee Presents Not The White House Correspondents' Dinner,TBS,Jax Media,2017,306,7
Outstanding Variety Special - 2017,"Alison Camillo, Co-Executive Producer",Nominee,Full Frontal With Samantha Bee Presents Not The White House Correspondents' Dinner,TBS,Jax Media,2017,306,7
Outstanding Variety Special - 2017,"Pat King, Supervising Producer",Nominee,Full Frontal With Samantha Bee Presents Not The White House Correspondents' Dinner,TBS,Jax Media,2017,306,7
Outstanding Variety Special - 2017,"Allana Harkin, Producer",Nominee,Full Frontal With Samantha Bee Presents Not The White House Correspondents' Dinner,TBS,Jax Media,2017,306,7
Outstanding Variety Special - 2017,"Kristen Everman, Produced by",Nominee,Full Frontal With Samantha Bee Presents Not The White House Correspondents' Dinner,TBS,Jax Media,2017,306,7
Outstanding Variety Special - 2017,"Louis C.K., Executive Producer/Performer",Nominee,Louis C.K. 2017,Netflix,"3 Arts Entertainment, JAX Media, Pig Newton, Inc.",2017,306,8
Outstanding Variety Special - 2017,"Dave Becky, Executive Producer",Nominee,Louis C.K. 2017,Netflix,"3 Arts Entertainment, JAX Media, Pig Newton, Inc.",2017,306,8
Outstanding Variety Special - 2017,"Mike Berkowitz, Executive Producer",Nominee,Louis C.K. 2017,Netflix,"3 Arts Entertainment, JAX Media, Pig Newton, Inc.",2017,306,8
Outstanding Variety Special - 2017,"Tony Hernandez, Executive Producer",Nominee,Louis C.K. 2017,Netflix,"3 Arts Entertainment, JAX Media, Pig Newton, Inc.",2017,306,8
Outstanding Variety Special - 2017,"Ryan Cunningham, Producer",Nominee,Louis C.K. 2017,Netflix,"3 Arts Entertainment, JAX Media, Pig Newton, Inc.",2017,306,8
Outstanding Variety Special - 2017,"John Skidmore, Produced by",Nominee,Louis C.K. 2017,Netflix,"3 Arts Entertainment, JAX Media, Pig Newton, Inc.",2017,306,8
Outstanding Variety Special - 2017,"Sarah Silverman, Executive Producer/Performer",Nominee,Sarah Silverman: A Speck Of Dust,Netflix,JASH,2017,306,9
Outstanding Variety Special - 2017,"Amy Zvi, Executive Producer",Nominee,Sarah Silverman: A Speck Of Dust,Netflix,JASH,2017,306,9
Outstanding Variety Special - 2017,"Nicholas Veneroso, Executive Producer",Nominee,Sarah Silverman: A Speck Of Dust,Netflix,JASH,2017,306,9
Outstanding Variety Special - 2017,"Daniel Kellison, Executive Producer",Nominee,Sarah Silverman: A Speck Of Dust,Netflix,JASH,2017,306,9
Outstanding Variety Special - 2017,"Mickey Meyer, Co-Executive Producer",Nominee,Sarah Silverman: A Speck Of Dust,Netflix,JASH,2017,306,9
Outstanding Variety Special - 2017,"Stephen Colbert, Executive Producer/Host",Nominee,Stephen Colbert's Live Election Night Democracy's Series Finale: Who's Going To Clean Up This Sh*t?,Showtime,"Spartina Productions, Inc.",2017,306,10
Outstanding Variety Special - 2017,"Chris Licht, Executive Producer",Nominee,Stephen Colbert's Live Election Night Democracy's Series Finale: Who's Going To Clean Up This Sh*t?,Showtime,"Spartina Productions, Inc.",2017,306,10
Outstanding Variety Special - 2017,"Tom Purcell, Executive Producer",Nominee,Stephen Colbert's Live Election Night Democracy's Series Finale: Who's Going To Clean Up This Sh*t?,Showtime,"Spartina Productions, Inc.",2017,306,10
Outstanding Variety Special - 2017,"Jon Stewart, Executive Producer",Nominee,Stephen Colbert's Live Election Night Democracy's Series Finale: Who's Going To Clean Up This Sh*t?,Showtime,"Spartina Productions, Inc.",2017,306,10
Outstanding Variety Special - 2017,"Barry Julien, Co-Executive Producer",Nominee,Stephen Colbert's Live Election Night Democracy's Series Finale: Who's Going To Clean Up This Sh*t?,Showtime,"Spartina Productions, Inc.",2017,306,10
Outstanding Variety Special - 2017,"Denise Rehrig, Senior Supervising Producer",Nominee,Stephen Colbert's Live Election Night Democracy's Series Finale: Who's Going To Clean Up This Sh*t?,Showtime,"Spartina Productions, Inc.",2017,306,10
Outstanding Variety Special - 2017,"Tanya Michnevich Bracco, Supervising Producer",Nominee,Stephen Colbert's Live Election Night Democracy's Series Finale: Who's Going To Clean Up This Sh*t?,Showtime,"Spartina Productions, Inc.",2017,306,10
Outstanding Variety Special - 2017,"Paul Dinello, Supervising Producer",Nominee,Stephen Colbert's Live Election Night Democracy's Series Finale: Who's Going To Clean Up This Sh*t?,Showtime,"Spartina Productions, Inc.",2017,306,10
Outstanding Variety Special - 2017,"Matt Lappin, Supervising Producer",Nominee,Stephen Colbert's Live Election Night Democracy's Series Finale: Who's Going To Clean Up This Sh*t?,Showtime,"Spartina Productions, Inc.",2017,306,10
Outstanding Variety Special - 2017,"Liz Levin, Supervising Producer",Nominee,Stephen Colbert's Live Election Night Democracy's Series Finale: Who's Going To Clean Up This Sh*t?,Showtime,"Spartina Productions, Inc.",2017,306,10
Outstanding Variety Special - 2017,"Opus Moreschi, Supervising Producer",Nominee,Stephen Colbert's Live Election Night Democracy's Series Finale: Who's Going To Clean Up This Sh*t?,Showtime,"Spartina Productions, Inc.",2017,306,10
Outstanding Variety Special - 2017,"Emily Gertler, Supervising Producer",Nominee,Stephen Colbert's Live Election Night Democracy's Series Finale: Who's Going To Clean Up This Sh*t?,Showtime,"Spartina Productions, Inc.",2017,306,10
Outstanding Variety Special - 2017,"Aaron Cohen, Supervising Producer",Nominee,Stephen Colbert's Live Election Night Democracy's Series Finale: Who's Going To Clean Up This Sh*t?,Showtime,"Spartina Productions, Inc.",2017,306,10
Outstanding Variety Special - 2017,"Paige Kendig, Producer",Nominee,Stephen Colbert's Live Election Night Democracy's Series Finale: Who's Going To Clean Up This Sh*t?,Showtime,"Spartina Productions, Inc.",2017,306,10
Outstanding Special Class Program - 2017,"Craig Zadan, Executive Producer",Nominee,Hairspray Live!,NBC,"Universal Television, Sony Pictures Television, Storyline Entertainment",2017,307,1
Outstanding Special Class Program - 2017,"Neil Meron, Executive Producer",Nominee,Hairspray Live!,NBC,"Universal Television, Sony Pictures Television, Storyline Entertainment",2017,307,1
Outstanding Special Class Program - 2017,"Alex Rudzinski, Co-Executive Producer",Nominee,Hairspray Live!,NBC,"Universal Television, Sony Pictures Television, Storyline Entertainment",2017,307,1
Outstanding Special Class Program - 2017,"Javier Winnik, Supervising Producer",Nominee,Hairspray Live!,NBC,"Universal Television, Sony Pictures Television, Storyline Entertainment",2017,307,1
Outstanding Special Class Program - 2017,"Kenny Leon, Producer",Nominee,Hairspray Live!,NBC,"Universal Television, Sony Pictures Television, Storyline Entertainment",2017,307,1
Outstanding Special Class Program - 2017,"Robert Norris Catto, Produced by",Nominee,Hairspray Live!,NBC,"Universal Television, Sony Pictures Television, Storyline Entertainment",2017,307,1
Outstanding Special Class Program - 2017,"Michael De Luca, Produced by",Nominee,The Oscars,ABC,The Academy of Motion Picture Arts and Sciences,2017,307,2
Outstanding Special Class Program - 2017,"Jennifer Todd, Produced by",Nominee,The Oscars,ABC,The Academy of Motion Picture Arts and Sciences,2017,307,2
Outstanding Special Class Program - 2017,"Rob Paine, Supervising Producer",Nominee,The Oscars,ABC,The Academy of Motion Picture Arts and Sciences,2017,307,2
Outstanding Special Class Program - 2017,"Jimmy Kimmel, Host",Nominee,The Oscars,ABC,The Academy of Motion Picture Arts and Sciences,2017,307,2
Outstanding Special Class Program - 2017,"Ricky Kirshner, Executive Producer",Nominee,Super Bowl LI Halftime Show Starring Lady Gaga,FOX,NFL Network,2017,307,3
Outstanding Special Class Program - 2017,"Lady Gaga, Performer",Nominee,Super Bowl LI Halftime Show Starring Lady Gaga,FOX,NFL Network,2017,307,3
Outstanding Special Class Program - 2017,"Ricky Kirshner, Executive Producer",Winner,70th Annual Tony Awards,CBS,White Cherry Entertainment,2017,307,4
Outstanding Special Class Program - 2017,"Glenn Weiss, Executive Producer",Winner,70th Annual Tony Awards,CBS,White Cherry Entertainment,2017,307,4
Outstanding Special Class Program - 2017,"Allen Kelman, Supervising Producer",Winner,70th Annual Tony Awards,CBS,White Cherry Entertainment,2017,307,4
Outstanding Special Class Program - 2017,"James Corden, Producer/Host",Winner,70th Annual Tony Awards,CBS,White Cherry Entertainment,2017,307,4
Outstanding Special Class Program - 2017,"Ben Winston, Producer",Winner,70th Annual Tony Awards,CBS,White Cherry Entertainment,2017,307,4
Outstanding Short Form Comedy or Drama Series - 2017,"Sam Bailey, Producer",Nominee,Brown Girls,Open TV,"Asghar, Bailey Productions",2017,307,5
Outstanding Short Form Comedy or Drama Series - 2017,"Fatimah Asghar, Producer",Nominee,Brown Girls,Open TV,"Asghar, Bailey Productions",2017,307,5
Outstanding Short Form Comedy or Drama Series - 2017,"Dave Erickson, Executive Producer",Nominee,Fear The Walking Dead: Passage,AMC (amc.com),RadicalMedia and AMC Studios,2017,307,6
Outstanding Short Form Comedy or Drama Series - 2017,"Frank Scherma, Executive Producer",Nominee,Fear The Walking Dead: Passage,AMC (amc.com),RadicalMedia and AMC Studios,2017,307,6
Outstanding Short Form Comedy or Drama Series - 2017,"Justin Wilkes, Executive Producer",Nominee,Fear The Walking Dead: Passage,AMC (amc.com),RadicalMedia and AMC Studios,2017,307,6
Outstanding Short Form Comedy or Drama Series - 2017,"Andrew Bernstein, Producer",Nominee,Fear The Walking Dead: Passage,AMC (amc.com),RadicalMedia and AMC Studios,2017,307,6
Outstanding Short Form Comedy or Drama Series - 2017,"Marc Porterfield, Producer",Nominee,Fear The Walking Dead: Passage,AMC (amc.com),RadicalMedia and AMC Studios,2017,307,6
Outstanding Short Form Comedy or Drama Series - 2017,"Abbi Jacobson, Executive Producer",Nominee,Hack Into Broad City,Comedy Central (cc.com),Comedy Central,2017,307,7
Outstanding Short Form Comedy or Drama Series - 2017,"Ilana Glazer, Executive Producer",Nominee,Hack Into Broad City,Comedy Central (cc.com),Comedy Central,2017,307,7
Outstanding Short Form Comedy or Drama Series - 2017,"Tony Hernandez, Executive Producer",Nominee,Hack Into Broad City,Comedy Central (cc.com),Comedy Central,2017,307,7
Outstanding Short Form Comedy or Drama Series - 2017,"Lilly Burns, Executive Producer",Nominee,Hack Into Broad City,Comedy Central (cc.com),Comedy Central,2017,307,7
Outstanding Short Form Comedy or Drama Series - 2017,"Kelsie Kiley, Producer",Nominee,Hack Into Broad City,Comedy Central (cc.com),Comedy Central,2017,307,7
Outstanding Short Form Comedy or Drama Series - 2017,"Dan Appel, Executive Producer",Winner,Los Pollos Hermanos Employee Training,AMC (amc.com),Bacon & Sons Film Company,2017,307,8
Outstanding Short Form Comedy or Drama Series - 2017,"Vince Gilligan, Executive Producer",Winner,Los Pollos Hermanos Employee Training,AMC (amc.com),Bacon & Sons Film Company,2017,307,8
Outstanding Short Form Comedy or Drama Series - 2017,"Peter Gould, Executive Producer",Winner,Los Pollos Hermanos Employee Training,AMC (amc.com),Bacon & Sons Film Company,2017,307,8
Outstanding Short Form Comedy or Drama Series - 2017,"Ariel Levine, Executive Producer",Winner,Los Pollos Hermanos Employee Training,AMC (amc.com),Bacon & Sons Film Company,2017,307,8
Outstanding Short Form Comedy or Drama Series - 2017,"Melissa Bernstein, Executive Producer",Winner,Los Pollos Hermanos Employee Training,AMC (amc.com),Bacon & Sons Film Company,2017,307,8
Outstanding Short Form Comedy or Drama Series - 2017,"Rob Knox, Producer",Winner,Los Pollos Hermanos Employee Training,AMC (amc.com),Bacon & Sons Film Company,2017,307,8
Outstanding Short Form Comedy or Drama Series - 2017,"Geoffrey Colo, Executive Producer",Nominee,Marvel's Agents of S.H.I.E.L.D.: Slingshot,ABC (ABCd/ABC.com),Marvel Television in association with ABC Studios,2017,307,9
Outstanding Short Form Comedy or Drama Series - 2017,"Jed Whedon, Executive Producer",Nominee,Marvel's Agents of S.H.I.E.L.D.: Slingshot,ABC (ABCd/ABC.com),Marvel Television in association with ABC Studios,2017,307,9
Outstanding Short Form Comedy or Drama Series - 2017,"Maurissa Tancharoen, Executive Producer",Nominee,Marvel's Agents of S.H.I.E.L.D.: Slingshot,ABC (ABCd/ABC.com),Marvel Television in association with ABC Studios,2017,307,9
Outstanding Short Form Comedy or Drama Series - 2017,"Jeffrey Bell, Executive Producer",Nominee,Marvel's Agents of S.H.I.E.L.D.: Slingshot,ABC (ABCd/ABC.com),Marvel Television in association with ABC Studios,2017,307,9
